amount_reviews,critics_consensus,duration,image_urls,images,rating,release_date,tags,title
99,★影壇天后鄭秀文突破性演出，化身腹黑女，蔡卓妍（阿Sa）演出愛情狂，兩大女星演技飆火花 ★風光旑旎的美國聖荷西，一間美麗小屋，一對恩愛夫妻，一次好友的探訪，隱藏了嫉妒、猜疑、佔有慾，人性的陰暗猙獰，引爆一場無可挽回的殺人命案  故事由女子阿欣（蔡卓妍 飾）為了逃避自己一場失敗的戀情，前往美國探望多年不見的好朋友玲（鄭秀文 飾）展開。玲與丈夫鄧（佟大為 飾）移居聖荷西多年，過著彷彿寧靜無憂的理想生活。  玲因工作在身，讓老公帶著阿欣四處遊玩，而在短短5天的探訪中，阿欣意外發現了這對夫婦在優雅的生活背後，隱藏了真相。3個人心中各自有著不可告人的故事，更重演著多年前一場兇案的軌跡，讓他們衝向你死我亡的結局。異鄉人的美國夢，孤寂與懷疑累積成沉重的代價。  【電影源起】  《聖荷西謀殺案》改編自香港劇作家莊梅岩的同名舞台劇。該劇獲第19屆香港舞台劇獎4大獎項、並曾3度公演，廣受歡迎。電影版本由《踏血尋梅》金獎編劇翁子光改編，潘源良執導。《聖荷西謀殺案》是一部心理懸疑電影，藉聖荷西這個風光旖旎的地方，襯托人性的陰暗，讓觀眾得到巨大的反差和衝擊。  一間湖邊小屋、一對恩愛夫婦，透過生活化的情節、平實的對白展開故事，但美好的表象原來不堪一擊，一位好友的來訪，和諧溫馨的關係，頓生暗湧。玲的酸風醋雨、控制慾與語言殺傷力；阿欣的過份天真卻偏偏戮中這對夫妻的死穴；看似開朗其實壓抑的鄧突然覺得無法再忍耐......電影一方面把人性一層一層地剖開，逐步揭示每一個陰暗的內心；另一方面，電影也道出異鄉人在他鄉如何被孤寂侵蝕，繼而走錯往後每一步、做錯一次又一次的決定，最後付出沉重的代價。 ,片長：01時28分,,D:\Users\Administrator\django-react-app\backend\server\django_media\聖荷西謀殺案.jpg,4.1,2020-10-30,懸疑/驚悚,聖荷西謀殺案
88,劇情描述遭受校園霸凌的四名青少女意外擁有魔法巫術，然而有人為愛走火入魔濫用施法，惹出連串意外並鬧出人命，情況一發不可收拾....。,片長：01時34分,,D:\Users\Administrator\django-react-app\backend\server\django_media\入魔.jpg,2.0,2020-10-30,劇情,入魔
65,★迪士尼經典動畫《花木蘭》真人版登上大銀幕 ★仙女姐姐劉亦菲化身花木蘭 ★穿上戰袍挑戰高難度武打動作 ★集結亞洲巨星功夫皇帝李連杰、《葉問》甄子丹、國際影后鞏俐同台飆戲  迪士尼帶來的《花木蘭》，重新再現了有著數百年歷史的中國詩歌中，不朽的傳奇女戰士。這部真人電影秉承其中國的根源，也呈現了華裔巨星與年輕新秀的精彩結合。  知名電影人妮琪卡羅將花木蘭的史詩傳奇化為現實，變成一場激勵人心的精彩冒險，一位無畏的年輕女子出於對家庭與國家的愛而冒著生命的危險，成為中國史上最偉大的戰士之一。當皇帝頒佈法令，每個家庭都要派出一人從軍服役，以保衛國家免受北方侵略者的危害，花木蘭，一位知名戰士的長女，代替她年老體衰的父親，假扮成男人，花軍。她通過每一次的考驗，充分利用她的內在力量，發揮自己真正的潛力。這個史詩般的旅程，將她轉變為一位優異的戰士，並讓她贏得國家的感謝與尊敬，以及父親的引以為傲。 ,片長：01時55分,,D:\Users\Administrator\django-react-app\backend\server\django_media\花木蘭.jpg,2.5,2020-09-04,奇幻,花木蘭
89,★一位失去母親的女兒、一位失去女兒的母親、一位失去摯友的閨密，她們攜手走出傷痛，一起追逐夢想！ ★最溫馨動人的劇情、最療癒的美食旅程！ ★重啟荒蕪已久的味蕾，喚醒靈魂深處的烘焙魂！ ★獻給每一位追求夢想與愛的您！  19歲的柯麗莎（Clarissa）決心要實現母親莎拉（Sarah）生前想在諾丁丘開一家烘焙店的夢想，在母親閨密好友伊莎貝拉（Isabella）以及一直過著與世隔絕生活的古怪祖母咪咪（Mimi）的幫助下，她們在倫敦共同啟動了開店的夢想，為了這個夢想，她們必須學習跨越悲傷、懷疑和意見分歧，而將這三個世代女性緊緊牽繫在一起的力量，源自於對莎拉的愛與思念。 夢想中的烘焙屋歷經了現實的種種考驗，終於復刻出莎拉夢寐以求的滋味，烘焙屋裡充滿了香氣、愛、希望和五彩繽紛的美味甜點，動人的滋味在舌尖綻放，同時也為來自世界各地的思念旅人們，訂製專屬於自己的幸福滋味。  本片的取景地諾丁丘（Notting Hill），也是休葛蘭與茱莉亞羅勃茲主演電影《新娘百分百》的英文片名及拍攝地，有著迷人風景和人文景觀，像甜點般五顏六色的街道房屋，世界各地的移民在此居住融合，彷彿是世界地球村的縮影。 ,片長：01時38分,,D:\Users\Administrator\django-react-app\backend\server\django_media\訂製幸福滋味.jpg,3.8,2020-09-11,,訂製幸福滋味
77,★2020華語影壇最豪華陣容打造首部海上驚悚災難片 ★取材遠航船隻，口耳相傳恐怖事件！ ★性格男神王陽明、億萬票房男星鄭人碩攜手金鐘影后柯佳嬿領銜主演 ★金馬影帝李康生、金鐘最佳男配角李李仁，金獎陣容驚喜出演  大海是神秘的，它孕育了生命，也藏著許多未知事物；而人們尚未警覺，不斷用文明摧毀自然，將受到大自然的反撲。  救難隊員阿傑（王陽明 飾）跟同伴在狂風暴雨中救援一艘觸礁油輪，卻遇到頑抗不願放棄的船長，同時一個黑影從深海出沒，把所有人都拖進海裡，倖存的阿傑從此背負著同僚死亡的陰影，變得頹廢喪志。  多年後，阿傑克服陰影再次登上漁船，卻遭受船員阿泰（鄭人碩 飾）、副船長阿丁(李李仁 飾)等人不斷挑釁。某天，眾人救起因遊艇翻覆落海的小菁（柯佳嬿 飾），船上因為小菁的闖入產生微妙變化，船上開始意外頻傳，有人落海失蹤、有人意外死亡，食物跟飲水更遭到破壞；船艙因為空間壓迫，空氣跟食物的匱乏，人們開始鼓噪驚惶失措，從互相扶持變成自相猜疑。  受困的眾人面對暴風嚴峻的考驗之際，卻發現最危險的還遠遠不止於此，水底有著未知生物在覬覦著…猙獰相對的眾人必須放下成見，攜手合作才能生存。 ,片長：01時47分,,D:\Users\Administrator\django-react-app\backend\server\django_media\海霧.jpg,2.8,2020-09-11,懸疑/驚悚,海霧
86,皮諾丘能通過考驗，如願成為一個真正的男孩嗎？ 孤獨的老木匠傑佩托，因緣際會得到一塊櫻桃木，便將它雕刻成一個木偶，並取名「皮諾丘」來作伴。意外的是，木偶完成後不僅能開口說話，更會走能跑。傑佩托喜出望外，決定好好栽培，於是送他去上學讀書。  然而皮諾丘生來頑皮，不僅賣掉課本，還逃學跑去看木偶戲班表演，引發戲班團長的覬覦、施計將他擄走。傑佩托遍尋不著皮諾丘，傷心之下離家四處尋子。逃回家的皮諾丘，發現父親不在，內疚之下也展開他的尋父之旅。  因為不聽蟋蟀的忠告，皮諾丘又中狐狸和貓的詭計，落入壞人的手裡。更因為貪玩被騙到「玩具國」，被變成驢子賣給馬戲團，並在逃跑時遭到巨鯊吞下了肚…。本性善良的皮諾丘，常被邪惡誘惑而撒謊，讓自己身陷麻煩之中。一心想找到父親回家團聚的他，能通過勇氣、忠心和誠實的考驗，如願成為一個真正的男孩嗎？  【關於電影】  豪擲五億台幣華麗打造的奇幻新片《皮諾丘的奇幻旅程》（Pinocchio），是坎城名導馬提歐賈洛尼（Matteo Garrone）的最新鉅作。該片還原風靡全世界的童話「木偶奇遇記」，被譽為超越全球250種版本的終極呈現！《美麗人生》奧斯卡影帝的羅貝托貝尼尼（Roberto Benigni），片中飾演「皮諾丘」的創造者，《狗奴人生》坎城影帝馬切羅馮提（Marcello Fonte）亦參與演出。該片所有奇幻場景除砸重金拍攝外，更拜現代科技之賜，極盡奇幻華麗之能事，場面讓人嘆為觀止，一舉橫掃義大利金像獎最佳影片、導演、男女配角、改編劇本、攝影、製作、剪輯、藝術指導、最佳配樂、聲音設計、視覺效果，以及造型設計、化妝、髮型等15項大獎提名，並獲選柏林影展「特別盛會」觀摩影片。  這部真人版奇幻電影《皮諾丘的奇幻旅程》，根據義大利作家卡洛柯洛帝（Carlo Collodi）知名童書改編。看似說給孩子睡前聽的童話，寓意卻能讓大人獲得療癒，提醒著孩子要努力向學，才不至淪為被操弄的玩偶。片中荒謬的法庭、遭勞役的驢子，都深具警世作用，加上天馬行空的想像力、扣人心弦的敘事魔力，使之成為經典中的經典，曾被迪士尼改編動畫並獲奧斯卡獎，擁有的觀眾、讀者及銷售量，幾可媲美【聖經】及【魔戒】等。故事中一句「說謊鼻子會變長」，幾乎成為跨世代的共同記憶。 為超越皮諾丘原著的全球250種版本，馬提歐賈洛尼不惜砸重金造村拍攝，還原故事中社會底層的樣貌，讓皮諾丘這場充滿蛻變的冒險，有著陰鬱小鎮，詭譎角色、奇幻世界，更有人性的貪婪與慾望，謊言與死亡。展現不同於迪士尼的魔幻魅力，讓人耳目一新。這部曠世奇作《皮諾丘的奇幻旅程》，不僅獲選今年柏林影展「特別盛會」觀摩影片，橫掃義大利金像獎、銀絲帶獎等總計27項大獎提名，更在義大利飆出5.5億台幣的票房佳績。而其集結視覺、化妝、音效等奧斯卡團隊，更以神乎其技的魔幻特效，為義大利電影樹立了全新的里程碑。 ,片長：02時05分,,D:\Users\Administrator\django-react-app\backend\server\django_media\皮諾丘的奇幻旅程.jpg,3.9,2020-09-18,劇情,皮諾丘的奇幻旅程
67,世間所有相遇　都能香氣四溢 熟男司機吉翁（格雷戈里蒙泰爾 飾），只有一件事掛心不下，就是爭取十歲女兒的共同監護權。然而他的違規計點已到吊銷邊緣，難得的父女時光也常因自己的粗枝大葉搞砸。吉翁的老闆清楚他的「魯」，特意安插他接送最棘手的高端客戶安（艾曼紐德芙 飾）。擁有絕對嗅覺的安，曾是Dior天價聘請的調香大師。在她人生最輝煌的時刻，卻意外嗅覺缺失，從香水界黯然退場，勉強委身在五味雜陳的案子沉潛自己。  一位是退無可退的魯蛇司機，一位是渴望重返巔峰的調香達人，兩人天差地遠，在生命轉折處撞見彼此，即將在一趟趟採集氣味的旅程中，釋放出動人的曖昧氣息。 ,片長：01時41分,,D:\Users\Administrator\django-react-app\backend\server\django_media\寂寞調香師.jpg,0.0,2020-09-18,,寂寞調香師
81,公車司機阿泰（劉冠廷/飾），是一個動作慢吞吞、連手錶的時間、地震的感應都比別人慢的奇葩。他每天都會去郵局，找櫃員楊曉淇（李霈瑜/飾）寄一封不知道給誰的平信。櫃員楊曉淇和阿泰完全相反，是個凡事搶拍的超級急性子，唯獨感情生活毫無進展，年近三十還是母胎單身。情人節前夕，楊曉淇被天菜陽光男劉老師（周群達Duncan/飾）搭訕，終於情竇初開的曉淇和劉老師天雷勾動地火；想不到一覺醒來，劉老師再無音訊、而且情人節居然已經過了？！每天來寄信的阿泰也再也沒出現過...毫無記憶的楊曉淇，開始了一趟尋找真相的奇幻旅程...,片長：01時59分,,D:\Users\Administrator\django-react-app\backend\server\django_media\消失的情人節.jpg,4.2,2020-09-18,劇情,消失的情人節
98,★ 榮獲第72屆坎城影展評審團獎肯定 ★ BBC評為2020年10大最精彩電影 ★ 紐約時報讚嘆「驚心的政治寓言」 ★ 致敬《月光光心慌慌》《突變第三型》驚悚大導約翰．卡本特 ★ 媲美《決殺令》《險路勿近》的血色懸疑之作 ⠀⠀⠀⠀⠀⠀⠀⠀⠀ 在不久的將來，一個名為「巴庫勞」的村子裡，村民正忙著哀悼女村長的辭世，於此同時怪事悄悄地接二連三發生，手機失去訊號、棺材滲水、幾乎與世隔絕的村子也突然來了訪客，而大家也發現，村子在地圖上被消失了……,片長：02時11分,,D:\Users\Administrator\django-react-app\backend\server\django_media\殺戮荒村.jpg,3.8,2020-09-25,,殺戮荒村
97,★改編自全球暢銷150萬冊、橫掃國內外逾十項大獎小說《我的房間保衛戰》！  彼得(奧克斯弗格雷飾)與外公艾德(勞勃狄尼洛飾)的感情非常好，直到被迫讓出自己的房間給外公住，彼得搬到了陰森可怕的閣樓，讓他燃起要把房間搶回來的決心！彼得和好友們設計了一連串惡整外公的計劃，包括：把房門拆了、在床上放蛇、把刮鬍泡沫偷換成泡沫膠等無良行為，而被激怒的外公艾德也不是省油的燈，他和一群公嬤輩老友也擬定「加倍奉還」的反擊策略，一場超狂又超鬧的房間保衛戰就此展開！  【關於電影】  改編自全球暢銷150萬冊、橫掃「馬克‧吐溫獎」、「西北太平洋圖書館協會青少年圖書獎」、「內布拉斯加州金索維獎」等國內外逾十項大獎小說《我的房間保衛戰》的2020年度超鬧爆笑喜劇《阿公當家》，集結勞勃狄尼洛、鄔瑪舒曼等影壇金牌卡司聯手搞笑，片中飾演孫子的奧克斯弗格雷更傳承了「教父」阿公與「追殺比爾」憤怒新娘的超狂基因，為搶房間展開超無良惡整大戰，讓飾演阿公的勞勃狄尼洛險些招架不住，在片中隸屬勞勃狄尼洛的公嬤隊員克里斯多夫華肯表示，其中一場彈簧床躲避球PK戲拍到膝蓋差點爆炸，他說：「那天我們這群公嬤隊員只要不小心跌倒，要再站起來還真得花點時間，彷彿聽到鈣質流失的聲音。」而勞勃狄尼洛拋開形象的爆笑演技更讓全劇組都笑到不行，製片馬文波特表示：「勞勃狄尼洛在每一場戲都有各種不同的詮釋方法，他散發著天生的演員魅力，每次看他現場演出都覺得很幸福，他總能用出乎意料的方式逗樂所有人。」,片長：01時37分,,D:\Users\Administrator\django-react-app\backend\server\django_media\阿公當家.jpg,3.9,2020-09-30,喜劇,阿公當家
91,電影《刻在你心底的名字》故事聚焦在80年代剛解嚴的台灣，一對遊走在友誼，愛慕之間的高中同窗，他們在青春的騷動與性啟蒙的渴望牽引下冒險，因為學妹的出現而讓曖昧關係產生變化。,片長：01時54分,,D:\Users\Administrator\django-react-app\backend\server\django_media\刻在你心底的名字.jpg,4.1,2020-09-30,劇情,刻在你心底的名字
93,★2020法國安錫動畫影展 世界首映 ★《女王的柯基》導演打造全新冒險童話，將率領傻萌動物大鬧破壞環境凶手，對抗邪惡的人類開採石油公司！ ★《冰原歷險記》《神偷奶爸》幕後製作團隊，中秋連假唯一闔家動畫首選 ★男孩與森林動物家庭的冒險新篇章！生態教育媲美《與森林共舞》，動物瘋狂更勝《動物方城市》 ★全片以絕美的阿拉斯加為背景，山巒、冰川及廢棄金礦等多樣壯闊地貌，歡迎全家一同前往大銀幕親身體驗  人類持續破壞環境，是時候動物們該站出來捍衛生存權益…  看似平凡的亞當，和雪麗（母親）、大腳怪（父親）以及他們的朋友偉波（大灰熊）、蒂娜（松鼠）、崔波（浣熊）一家人，這個非凡的大家庭一起在森林裡定居。沒想到隨著大腳怪父親越來越有名，父親也利用名氣嘗試改變世界。某天動保團體與父親聯繫，打算一起阻止石油公司開發並汙染動物的生存環境，沒想到父親在一次追查真相的過程中竟然莫名失蹤了！亞當和他的動物家人們，決定聯手找出大腳怪父親的下落，同時透過社群媒體試圖揭發石油公司的邪惡陰謀，他們一家人還有機會再次團聚嗎？  《森林特攻隊：大腳Y家族》是賣座動畫《女王的柯基》導演班史塔森的動物冒險新作，並聯手《冰原歷險記》《神偷奶爸》製作團隊、《地球人壞壞》編劇、布魯塞爾在地樂團Puggy共同傾心打造闔家觀賞的叢林童話。故事場景以絕美的阿拉斯加為藍圖，還加入了山巒、冰川及廢棄金礦等多樣地貌，讓這趟救援旅程增添豐富刺激的視覺效果。片中各種可愛的森林動物們紛紛出籠，對抗「大鯨魚」般的人類石油公司，除了伸張森林居住權的正義外，更貫徹「是一家人就要團結在一起」這樣普世卻最能貼入人心的溫暖理想。生態教育媲美《與森林共舞》，動物瘋狂更勝《動物方城市》，歡迎走進男孩與動物好友們的森林冒險新篇章！ ,片長：01時29分,,D:\Users\Administrator\django-react-app\backend\server\django_media\森林特攻隊：大腳ㄚ家族.jpg,3.8,2020-09-30,冒險,森林特攻隊大腳ㄚ家族
99,★繼《火線追緝令》、《龍紋身的女孩》後又一懸疑驚悚犯罪力作！ ★《全面追緝令》《桃色追捕令》「推理天王」詹姆斯派特森全球暢銷小說改編！ ★奧斯卡、金球獎最佳外語片《三不管地帶》導演丹尼斯塔諾維奇最新鉅作！ ★耗資6億台幣重金打造，橫跨倫敦、挪威、斯德哥爾摩、美國四地取景拍攝！  每個命案現場都是一幅名畫　只有屍體知道真相...  紐約刑警雅各(傑佛瑞狄恩摩根飾)和前妻瓦萊麗(芳姬詹森飾)的愛女在倫敦度蜜月時慘遭殺害，雅各親赴歐洲見女兒最後一面，卻發現命案疑點重重，為了追捕兇手他私下展開調查，意外捲入了橫跨全歐洲的連環殺人案。連環殺人案遍布巴黎、哥本哈根，法蘭克福和斯德哥爾摩等各地，每起案件的死者都會跟上一位被害者的屍體殘骸一同擺放成宛如藝術品的奇特姿態，讓案情更加撲朔迷離。  而兇手的行蹤成謎，你永遠不知道下一個受害者是誰，除非收到兇手寄來的明信片。這一回，記者黛西(庫什珍寶飾)收到兇手寄出的明信片寫著：「愛將永不消逝…」成為了查案唯一線索，雅各決定與黛西聯手，抽絲剝繭拼湊出連環殺人案的背後真相！,片長：01時45分,,D:\Users\Administrator\django-react-app\backend\server\django_media\明信片謀殺案.jpg,3.9,2020-06-19,,明信片謀殺案
81,這裡不僅景色宜人，一年只需上幾個月的課… 烏金是不丹一位年輕老師，但他不想教書，反而嚮往能去澳洲，成為一名流浪歌手。教育部為了安撫他，派他到「世界最高學府」任教，一個位於海拔5000公尺的「魯納納國小」，當地不僅景色宜人，一年也只需上幾個月的課…。  經過8天長途跋涉後，烏金終於抵達「魯納納國小」，才發現自己被放逐在一個完全遠離舒適生活圈的環境中。當地沒有電力、聽不見流行音樂，最誇張的是，教室裡竟連「黑板」都沒有…。村民熱情歡迎他的到來，他卻第一次感到人生的無力感，簡直欲哭無淚…。  苦無退路之下，烏金只得硬著頭皮，展開他在「最高學府」的教學生涯。當孩子們的讀書聲，重新迴盪在雪山上，他竟從他們的學習渴望中，找到了從事教職的價值與快樂。眼看寒冬來臨、暴雪將至，學校也要關閉了。此時已愛上「魯納納」的烏金，得趕在冰雪封路之前，決定要不要留下來…。  【關於電影】  攀登世界最高學府《不丹是教室》勇奪美國棕櫚泉觀眾票選獎 不丹被譽為世界上最幸福的國家。電影《不丹是教室》（Lunana: A Yak in the Classroom）就登上5000多公尺的喜馬拉雅山脈上、一個與世隔絕的村落拍攝，一探這個國家的幸福發源地。該片由不丹知名攝影師、編導巴沃邱寧多傑（Pawo Choyning Dorji）與妻子台灣製片賴梵耘（名劇作家賴聲川女兒）聯手製作，劇情根據真實故事改編，敘述一心追逐音樂夢、寧捨教職鐵飯碗的年輕老師烏金（不丹創作歌手希拉布多吉 飾演），意外被「處罰」派到「世界最高學府」魯納納國小任教，此行雖讓他欲哭無淚，卻從中領悟了生命與幸福的真諦。電影一拍完隨即入選美國棕櫚泉、倫敦、溫哥華、釜山、開羅等各大國際影展，片中除冰川高山景緻壯闊吸睛，電影更獲國際媒體〈AMP〉盛讚為「讓人驚歎的美麗與善良」。  「魯納納國小」堪稱是世界上最遙遠的學校，它位於喜馬拉雅山脈冰川之上，須經八天長途跋涉、穿越世上最高山脈才能到達。當地氣候嚴寒、物資匱乏，卻聚齊了天堂的一切要素，皓白雪山、湛藍天空、青綠春草、純淨湖泊，襯以氂牛、寺廟與經幡，被旅人頌為「天堂的入口」，擁有讓人無法自拔、終生難忘的壯麗景緻。有趣的是，村落迄今都沒有電力與網絡，而終其一生從未離開過「魯納納」的村民，都受邀入鏡、參與了本片的拍攝。  《不丹是教室》是巴沃邱寧多傑轉任導演的首部作品。出身不丹貴族的他，為讓觀眾親身感受這種遺世獨立的生活型態，力排眾議上山拍攝，將當地純樸的風光與居民悉數入鏡。但由於基本設施的匱乏，全片完全仰賴太陽能發電才拍攝完成。而曾在倫敦戲劇音樂學院攻讀的賴梵耘，更同時兼任所有演員的表演指導。導演巴沃邱寧多傑藉由「魯納納」的呈現，對映了現今人們之於幸福、歸屬感的追求與迷失。片中一句「那些受了良好教育、象徵國家未來的年輕人，卻總想去別的地方尋找幸福…」，一語道出現今的不丹，正處於東西文化交融、傳統與文明交接的轉捩點。《不丹是教室》不僅全片洗滌人心、發人省思，更一舉勇奪美國「棕櫚泉國際影展」最佳影片、觀眾票選獎等雙料大獎。,片長：01時49分,,D:\Users\Administrator\django-react-app\backend\server\django_media\不丹是教室.jpg,4.4,2020-07-17,,不丹是教室
72,★《千年女優》、《東京教父》、《盜夢偵探》日本動畫大師今敏一鳴驚人首部作，全新數位修復版首度在台上映 ★榮獲英國電影雜誌《Total Film》前50大動畫第25名 ★1997年蒙特婁幻想電影節最佳亞洲電影、1998年葡萄牙Fantasporto奇幻電影節最佳動畫片、1998年柏林影展觀摩單元 ★藝術與電影的完美傑作_Asian Movie Pulse ★完美到不行的神作_Cinema Crazed ★今敏是當今最神的動畫導演_Guardian  霧越未麻是女子偶像團體「CHAM」中的成員之一，但在公司的決策下，單飛告別舞台挑戰演員之路，但她卻感覺內心有聲音抗拒這個決定，視為她為背叛者的粉絲，則如影隨形恐嚇著她。而隨著星運多舛的全新開始，未麻卻覺得發現自己的腦袋漸趨混亂，彷彿有「另一個自己」正在悄然形成。與此同時，身邊眾人竟一個個死於非命。在面對社會壓力和懸案疑雲之際，一場風暴即將發生……,片長：01時22分,,D:\Users\Administrator\django-react-app\backend\server\django_media\藍色恐懼：數位修復版.jpg,4.2,2020-07-17,劇情,藍色恐懼數位修復版
83,在愛情的世界裡，我們是彼此的怪胎。 陳柏青是一名嚴重神經性強迫症患者，有非常嚴重的潔癖，非不得已要出門時都是全副武裝；穿防塵衣、戴手套、戴口罩，還會不停的洗手，所以他幾乎沒辦法正常社交生活。在一般人眼中，柏青就是個異於常人的怪胎。每月的15號是柏青唯一一天出門採買的日子，就在某個命運的15號，他遇見了與他「同病相憐」的另一個怪胎—陳靜。陳靜除了跟柏青一樣有嚴重的潔癖之外，她的皮膚只要在家以外的地方待上超過四小時就會嚴重過敏，全身長出紅斑。原本以為自己要永遠孤單活在這世界上的兩人，老天爺讓他們相遇，發展出一塵不染的愛情，彷彿擁有了彼此就不再害怕被世界遺棄。然而這段看似命中註定的關係，卻在柏青的強迫症突然消失後，漸漸的變了調…愛情的承諾，真的能永保新鮮嗎？ ,片長：01時44分,,D:\Users\Administrator\django-react-app\backend\server\django_media\怪胎.jpg,4.0,2020-08-07,劇情,怪胎
76,★《藍色恐懼》、《千年女優》、《盜夢偵探》日本動畫大師今敏經典再現第二彈，全新4K數位修復版搶先亞洲上映 ★2003日本媒體藝術節賞年度最佳電影、日本文部省文化廳媒體藝術祭動畫部門優秀獎劇情片 ★『史上最偉大動畫電影之一』_洛杉磯時報 ★『感人至深的電影』_好萊塢報導者 ★『引領觀眾進入全新境界的美好作品』_綜藝報  在大雪紛飛的冬夜東京，原本應該是全家團圓的聖誕夜裡，流浪漢阿銀、阿花與美由紀卻在新宿街頭意外撿到一個被遺棄的女嬰。阿銀堅持要將女嬰送交警察局，但前媽媽桑阿花卻一直渴望有個小孩，執意留下女嬰直到找到她的親生父母為止。但女嬰親生父母的資料只留下一張酒吧名片和幾張照片而已，於是三個看似放棄人生，沒有任何未來的流浪漢，在都市叢林展開了一段尋找女嬰親生父母的冒險之旅。在經歷了無數的巧合及意外，究竟他們最後尋找到的，是先找到這女嬰的父母亦或是他們三人的幸福呢？,片長：01時32分,,D:\Users\Administrator\django-react-app\backend\server\django_media\東京教父：4K數位修復版.jpg,4.2,2020-08-19,劇情,東京教父4數位修復版
100,★橫掃紐西蘭邊鋒影展最佳影片、新導演、新製片、攝影、剪輯等5項大獎提名 ★紐西蘭邊鋒影展最佳新導演 新製片雙料大獎 ★獲選美國 紐波特國際影展 觀摩影片 ★獲選澳洲 卡隆德拉國際影展 觀摩影片 ★獲選美國 勞羅德岱堡國際影展 觀摩影片 ★勇奪 澳洲攝影學會 最佳影片銅獎  《聖雅各的天空》訴說著在聖雅各之路上，關於生命、愛與追尋的故事。  茱莉相伴三十年的丈夫過世了，僅僅16天後，兒子也在河流探險中不幸喪生。半個月內連辦兩場告別式的她，決定收拾起悲傷、踏上聖雅各之路，確定自己能勇敢地走下去…。  結束32年婚姻，蘇珊為慶祝這個堪稱里程碑式的一年，來到了聖雅各之路。原本相約同行，如今一人獨走。帶著愛情的背叛與身體的疼痛，蘇珊決定挑戰自己、走出更長遠的路…。  為幫生病的孫女祈福，泰瑞踏上了聖雅各之路，途中旅人都駐足為他的孫女祈禱，令泰瑞感激涕零。孫女最後還是走了，泰瑞不願再有遺憾，決定重返聖雅各之路、為罕見疾病募款。女婿馬克隨他同行，但傷心的他只想來尋求答案，「為何年幼的她會蒙主恩召？」…  旅途中，他們遇見喜歡結伴同行、不甘寂寞的柯洛，以及酷愛旅行、人生及時行樂的雪若。六個來自澳洲、紐西蘭的旅伴，以38天的汗水與淚水相互扶持，一起走完這條從法國到西班牙、長達800公里的「人生之路」。途中雖得面對各種嚴峻挑戰，卻也鼓舞著他們繼續向前行…。  【關於電影】  38天走完800公里《聖雅各的天空》榮登紐西蘭首週票房冠軍 《聖雅各的天空》是紐澳新銳導演諾爾史密斯(Noel Smyth)及福格斯葛雷迪 (Fergus Grady)聯合執導的首部紀錄電影。全片引領觀眾一路感受、在「聖雅各之路」所發生關於生命、愛與追尋的故事。或許人在健行時邊走邊聊，沒有四目相對的壓力，反而比面對面聊天更能敞開心胸。該片就這樣隨機且意外地捕捉到許多關鍵時刻，不論主角的情緒潰堤、歡笑飲泣的畫面，都真實得令人動容，被媒體形容是「一部喚醒笑聲、淚水和奇蹟的電影」。  《聖雅各的天空》劇情描述：六位來自紐西蘭和澳洲的陌生旅人，各自踏上這條從法國到西班牙的「聖雅各之路」。他們在此不期而遇，途中雖得面對嚴峻的挑戰，每個人卻都超越年齡與體力的限制，從中學習面對生命中的挫敗，開始懂得如何與悲痛共存、並樂觀以對。他們揮灑38天的汗水與淚水，跨越了這條800公里的「人生之路」。途中風雨無歇，幸有旅伴扶持，雖曾令人心碎，卻同時也鼓舞了他們大步向前的勇氣，一切並在旅程終點時，得以徹底脫胎換骨。  《聖雅各的天空》全片是由兩位紐澳導演和音效師所組的三人拍攝團隊，以38天橫跨800公里長的「聖雅各之路」拍攝完成。每位組員皆背負著裝備上路，導演諾爾史密斯甚至背上重達22公斤的器材走完全程。該片由《魔戒》、《哈比人》的後期製作公司剪輯完成，完美呈現「聖雅各之路」的壯闊美景。一拍完就獲選美國紐波特國際影展世界首映，並榮獲紐西蘭邊鋒影展最佳影片、新導演、新製片、攝影、剪輯等5項大獎提名，獲得評審極高評價，「細膩且節制地描繪朝聖者的人生酸楚，並將之動人地融入電影」。《聖雅各的天空》更擊敗了《赤手登峰》所創紀錄、榮登2019年紐西蘭年度週末票房冠軍。 ,片長：01時20分,,D:\Users\Administrator\django-react-app\backend\server\django_media\聖雅各的天空.jpg,3.6,2020-08-21,,聖雅各的天空
71,★ 韓國電影大廠CJ娛樂合力打造！ ★ 翻拍自韓國驚悚犯罪電影《盲證》！ ★「看不見」的目擊者 該如何指認真兇！ ★ 台灣觀眾搶先目睹海外唯一上映！  小秋〈方英桃 飾〉是位前實習警察，在一場意外中不幸喪失視力。而她涉入一起她認為是謀殺案的事件當中，因而決定站出來作證，但卻因「看不見」而不被警方採信，此時，另一名證人竟突然出現提供跟她相反的證詞，調查單位正感困惑之時，藏於暗處的兇手決心對她不利。 ,片長：01時45分,,D:\Users\Administrator\django-react-app\backend\server\django_media\看不見的證人.jpg,3.5,2020-08-21,,看不見的證人
